inchi,smiles,target_0,target_1,target_2,target_3,target_4,target_5,target_6,target_7,target_8,prediction_0,prediction_1,prediction_2,prediction_3,prediction_4,prediction_5,prediction_6,prediction_7,prediction_8
"InChI=1/C8H15/c1-4-5-6-7-8(2)3/h4,7H,5-6H2,1-3H3",C[CH]CCC=C(C)C,86.596482,470.23976,169.8704,212.50536,252.25336,286.72952,341.45624,382.2084,445.34496,87.00986715789335,470.7499627842057,171.2359342171693,212.97727977621014,251.7984393093871,286.3624049857095,339.9760202357112,381.02852825946957,444.2604741965469
"InChI=1/C5H7/c1-3-5-4-2/h1,3-4H,2,5H2",[CH]=CCC=C,351.618966,338.40192,100.95992,122.34016,141.50288,157.69496,183.13368,202.0872,231.91912,352.4582637545176,337.207980334844,102.01036581033821,123.53371207532322,141.65552790140165,157.95888889403932,182.83605620689355,202.37172302211206,231.63063101907545
"InChI=1/C6H9/c1-4-6(3)5-2/h4H,1-3,5H2",[CH2]CC(=C)C=C,263.832318,368.02464,124.59952,157.06736,183.42656,204.22104,235.1408,257.7344,293.46576,262.1229733925798,369.3030481047649,125.88813559461924,157.0232419280713,182.70650184977438,203.72437502352028,234.65323324363922,257.925336571426,294.21357730848786
"InChI=1/C6H9/c1-3-5-6-4-2/h1,3-4H,2,5-6H2",[CH]=CCCC=C,330.102694,379.78168,122.75856,150.87504,175.728,196.60616,229.2832,253.50856,291.49928,330.346452621605,380.1226794190861,123.1338920043828,151.16998771212312,175.92831021779205,197.1508342227408,229.01376973858115,253.68303220172714,291.9910501322311
"InChI=1/C5H7/c1-3-5-4-2/h3-5H,1-2H2",C=C[CH]C=C,194.216886,308.19344,95.47888,121.16864,143.13464,161.16768,188.4892,208.3632,239.1156,191.5396941861588,306.8844664916574,95.94039117284373,122.03146539811087,143.00385157291564,161.32048438219945,188.62405721130142,207.9606918140945,238.34058779100093
"InChI=1/C11H21/c1-3-5-7-9-11-10-8-6-4-2/h3-5H,6-11H2,1-2H3/b5-3+",C[CH]CCCCCC/C=C/C,36.84229,617.14,251.70944,307.48216,360.70264,407.27056,481.82944,537.68584,624.50384,36.359262310717355,600.6583021804381,251.07738721289755,307.0412888357172,360.1870211156252,407.4506879018399,481.04065520346023,537.8890100096562,625.3849533785783
"InChI=1/C5H9/c1-4-5(2)3/h1-2,4H2,3H3",[CH2]CC(=C)C,169.931458,353.08776,109.4116,134.5156,157.1092,176.43928,207.27536,230.5384,267.48312,170.5784992052114,352.37832515146965,108.95572213304311,134.92207778465254,157.532056736697,176.24088179444107,208.07243519194492,231.06909825944405,267.9391518625776
"InChI=1/C5H5/c1-3-5-4-2/h3,5H,1H3/b5-3-",[C]#C/C=C\C,574.382554,320.45256,87.864,105.35312,121.21048,134.76664,156.14688,171.83688,195.8112,576.6283226722204,319.7825186919539,88.47500984198092,105.47784414836872,121.63820441583039,133.41978460312777,155.50964394847978,171.6814775322939,195.62840712545682
"InChI=1/C6H11/c1-4-6(3)5-2/h5H,1,4H2,2-3H3/b6-5-",[CH2]C/C(C)=C\C,143.704002,385.30456,131.5868,161.58608,189.07496,212.88192,251.16552,280.20248,326.05912,143.55370043486545,383.70814706480144,130.95706243889924,161.09777721647856,188.62312985655592,213.00921797625853,250.98897155058316,280.02486588228305,326.114565809655
"InChI=1/C6H9/c1-4-6(3)5-2/h4-5H,1-2H2,3H3",C=C[C](C)C=C,159.868286,341.70728,114.76712,146.31448,173.80336,196.648,231.7936,257.5252,297.35688,161.31250468912677,339.9909735990053,117.12490872646379,149.14464584323792,176.4121709105278,198.98350257596007,232.21349993896837,257.3265941218792,296.3160775139614
"InChI=1/C6H11/c1-4-5-6(2)3/h4H,2,5H2,1,3H3",C=C(C)C[CH]C,135.863186,393.12864,128.82536,159.24304,187.40136,211.75224,250.78896,280.16064,326.26832,135.32244926048875,393.46908414928055,127.61150289172123,158.6336226089752,187.11873812390272,211.7716963173825,250.28077742134116,280.29379389538246,326.29927840802395
"InChI=1/C8H13/c1-3-5-7-8-6-4-2/h6H,1-3,5,7-8H2",[CH2]CCCCC=C=C,280.329726,459.73792,170.498,209.99496,245.34976,275.26536,322.08432,356.81152,410.95248,281.36665953193335,460.2571223456004,171.72171065878348,210.42095322247727,245.1562894891913,275.21164591740455,320.8205083660958,355.78445654830887,409.5710317140615
"InChI=1/C5H5/c1-3-5-4-2/h1,3H,2H3",[CH]=CC#CC,496.07481,325.18048,89.20288,107.1104,122.63304,135.68712,156.2724,171.58584,195.43464,495.49217794918945,321.65349897342446,90.00287953825588,108.17378421944446,122.83190970299387,136.40531617865952,155.86837497055376,171.4378384070505,195.7018575469259
"InChI=1/C6H13/c1-4-5-6(2)3/h5-6H,4H2,1-3H3",CC[CH]C(C)C,20.224302,402.62632,141.16816,175.728,207.3172,234.5132,278.06864,310.99672,363.04568,19.713198108216062,401.28187871542394,140.54157382465627,175.36860630734682,207.17230352919182,235.02865880758225,277.9958846372391,311.8407160332986,363.6314511189771
"InChI=1/C7H11/c1-3-5-7-6-4-2/h3,5,7H,1-2,4,6H2/b7-5+",[CH2]CC/C=C/C=C,239.797278,407.22872,144.47352,182.6316,215.76888,242.63016,282.42,310.662,354.13376,237.9550877412032,406.3000219498997,144.8383372690967,182.52650372891128,215.57301484243908,242.9284446245689,282.33789580232053,311.20045869765323,354.35398922972354
"InChI=1/C5H9/c1-3-5-4-2/h3-5H,1-2H3",CC=C[CH]C,86.93957,333.38112,97.82192,125.3108,150.37296,171.83688,205.6436,230.78944,269.82616,93.2903344930076,334.2758368037096,100.05473652178088,126.30690815580843,150.3530708919722,171.48257483121887,203.78304905947238,228.85074580489186,267.2168169484855
"InChI=1/C9H17/c1-4-7-9(6-3)8-5-2/h4,9H,1-2,5-8H2,3H3/t9-/m1/s1",[CH2]CC[C@H](CC)CC=C,96.213354,500.36456,212.50536,258.9896,301.4572,338.10904,396.26664,439.82208,507.85392,95.55965572507435,499.51739298701796,211.03402297814776,259.2884695886861,302.609854092398,339.84803915473117,396.8607955860324,440.6287998810543,508.5434192632321
"InChI=1/C4H3/c1-3-4-2/h3H,1H2",[C]#CC=C,620.433802,283.54968,66.56744,79.03576,89.78864,98.7424,112.42408,122.29832,137.27704,620.8554580835719,283.1060021499487,66.76421246894293,79.73077521424568,89.70418566267142,97.80139805879514,112.99410866591512,121.76224065488123,136.67252812303587
"InChI=1/C7H11/c1-3-5-7-6-4-2/h3-4,6-7H,1,5H2,2H3/b7-6+",C=CC/C=C/[CH]C,185.936646,404.76016,140.95896,174.43096,205.4344,232.0028,273.75912,304.67888,352.75304,184.7475274464049,402.31532453387115,142.64127226590267,175.5105735961341,205.84025765704826,232.28128929505587,272.88495707938904,303.845067317718,351.1544772807213
"InChI=1/C5H7/c1-3-5-4-2/h3-4H,1H2,2H3",[CH2]C=C=CC,280.629038,334.3016,99.49552,122.13096,142.0468,158.82464,185.142,204.76496,235.39184,282.04655687785447,325.8340648054018,100.36935352815982,122.64285317196595,142.11857537738516,159.61291220335275,188.07687394056836,206.58546838914594,238.5420331776927
"InChI=1/C7H13/c1-5-7(3,4)6-2/h5H,1-2,6H2,3-4H3",[CH2]CC(C)(C)C=C,122.957586,407.68896,162.17184,200.66464,234.47136,262.71336,306.31064,338.52744,389.23752,121.34322846508988,408.35776747858483,162.30532859969574,201.8907896134652,235.60415167683996,264.0548952028816,306.6358182670379,338.58816852596885,387.9139685004177
"InChI=1/C7H9/c1-4-6-7(3)5-2/h2,4,7H,1,3,6H2/t7-/m1/s1",C#C[C@@H]([CH2])CC=C,434.201714,403.79784,144.93376,175.81168,201.41776,222.25408,254.26168,277.98496,315.59912,431.65000441297445,403.95751255681296,144.34445737200565,175.72006797236054,201.53630188420263,223.14395832254135,254.71017178410722,279.05442038278363,316.775370072574
"InChI=1/C6H7/c1-4-6(3)5-2/h1,5H,2H2,3H3",C#C[C](C)C=C,342.222802,347.0628,112.7588,138.57408,160.33088,178.28024,205.97832,226.39624,258.23648,341.7549840710503,345.8692159907018,112.84489427661961,138.79031808246341,160.66692066328466,178.5988647927483,205.72237070607838,226.30687677906985,257.69672962855077
"InChI=1/C7H9/c1-3-5-7-6-4-2/h1,5,7H,2,4,6H2/b7-5-",C#C/C=C\CC[CH2],412.721058,403.88152,136.10552,168.57336,195.64384,217.73536,251.4584,276.22768,315.01336,412.98434507289926,402.665828734745,136.9877568616808,168.59797402976747,195.33219261538503,217.75171169279537,251.04215405175776,276.1830727168064,315.2011660075139
"InChI=1/C6H9/c1-3-5-6-4-2/h3-6H,1H2,2H3/b5-3?,6-4-",[CH2]C=C/C=C\C,194.545278,354.84504,118.57456,150.49848,179.78648,205.05784,243.9272,270.41192,305.26464,193.8687876858601,352.75939152378953,119.12311243033096,152.46656707112425,181.91866464411385,206.37110837623487,241.06172463517913,265.55090172248305,302.7717828269555
"InChI=1/C7H13/c1-3-5-7-6-4-2/h3,6H,1,4-5,7H2,2H3",C=CCC[CH]CC,131.442738,441.03544,153.3436,189.66072,223.2164,252.04416,297.94264,332.33512,386.14136,132.36851599241095,439.4435643545744,152.10198008745306,188.74349409207224,222.53166017011364,252.40553718262584,298.0360712473057,332.56623653327904,386.441519346165
"InChI=1/C11H21/c1-6-8-9-10(7-2)11(3,4)5/h6,10H,1-2,7-9H2,3-5H3/t10-/m0/s1",[CH2]C[C@@H](CCC=C)C(C)(C)C,44.45717,537.56032,256.39552,321.66592,377.606,423.79736,495.00904,547.60192,629.692,42.001398422760474,538.9292319246038,258.5396202887595,321.95613376738,377.21455643206224,423.4656856510862,493.6768544148389,547.0133310655644,628.2576462647459
"InChI=1/C7H13/c1-4-6-7(3)5-2/h4,7H,1,3,5-6H2,2H3/t7-/m1/s1",[CH2][C@H](CC)CC=C,135.89033,431.62144,154.22224,193.21712,227.8188,256.8976,302.12664,335.59864,387.89864,136.69844345670214,425.7590219923527,160.48296848971853,197.84806511024578,230.56627632003972,258.4266951954028,301.1396381200973,334.06933701923356,385.44693254933964
"InChI=1/C2H5/c1-2/h1H2,2H3",[CH2]C,120.874814,247.73464,51.29584,61.79768,71.83928,80.7512,95.52072,107.1104,126.06392,120.56276122926815,248.03859950014225,50.941027236218446,61.67508164073152,71.79417448617932,80.34270434206007,95.74463756952917,107.29266779211036,126.29472241985161
"InChI=1/C9H17/c1-4-5-6-7-8-9(2)3/h1-2,4-8H2,3H3",[CH2]CCCCCC(=C)C,84.895634,511.87056,204.3884,252.42072,296.05984,333.4648,392.71024,437.0188,506.264,85.644705160386,512.117563313251,204.0146618135514,251.7954692136467,295.4300812802736,333.3177086966773,391.7480701920577,436.70540956510627,506.0238398215494
"InChI=1/C7H13/c1-4-6-7(3)5-2/h4,7H,1-2,5-6H2,3H3/t7-/m1/s1",[CH2]C[C@@H](C)CC=C,133.559842,425.17808,164.89144,201.12488,233.6764,261.33264,304.92992,337.52328,388.86096,134.42451122113215,427.04918146305243,161.5480238514939,199.32270292018217,232.5584635824266,260.9639811438673,304.57673843579005,337.84311179668373,390.01712063270895
"InChI=1/C6H11/c1-3-5-6-4-2/h3,5H,1,4,6H2,2H3",C=C[CH]CCC,89.060962,377.43864,130.20608,163.05048,192.50584,217.40064,256.39552,285.43248,330.91256,91.56065925030518,378.66576449659703,129.79721193758317,162.5438297798731,192.51542919557792,217.36697751563966,256.2612444480817,285.76862010855666,331.0828095425094
"InChI=1/C7H11/c1-3-5-7-6-4-2/h3-7H,1-2H3/b5-3-,6-4-",C/C=C\[CH]/C=C\C,133.289374,381.49712,132.80016,169.41016,202.54744,230.62208,274.34488,306.43616,355.76552,137.7237452198082,381.33374437653856,134.1465574953495,169.84787897279273,202.64290230603285,230.83069999733485,274.03370467944615,306.07920975520494,354.4434842945411
"InChI=1/C8H11/c1-4-6-7-8(3)5-2/h2,4,8H,1,3,6-7H2/t8-/m0/s1",C#C[C@H]([CH2])CCC=C,412.237754,442.70904,165.56088,203.46792,235.22448,261.0816,300.66224,329.86656,375.59768,412.3287774795898,443.1178737743987,166.69116055647885,204.0511595042126,235.25388905501836,261.24810265786306,299.8084728686056,329.0838134133327,374.8299421403459
"InChI=1/C6H9/c1-3-5-6-4-2/h5H,3H2,1-2H3",CC#C[CH]CC,252.570742,384.42592,117.02648,144.30616,169.11728,190.49752,224.55528,250.07768,289.86752,250.58324753368697,383.6755345334164,116.564185746374,143.70105247068506,168.6036939848068,190.57226513846848,224.16212081067144,249.2707130059125,289.88797043625294
"InChI=1/C5H11/c1-5(2,3)4/h1H2,2-4H3",[CH2]C(C)(C)C,40.196678,337.69064,122.63304,153.63648,180.37224,202.63112,237.442,263.592,305.432,40.47010611649495,338.3201771507373,122.79834222965368,152.62972702058343,179.32765731964628,203.09130473311438,237.1597512824895,264.1845854673951,307.4285504135407
"InChI=1/C5H11/c1-4-5(2)3/h5H,2,4H2,1,3H3/t5-/m1/s1",[CH2][C@H](C)CC,53.59803,364.34272,120.20632,149.9964,176.73216,199.40944,235.22448,262.21128,304.97176,53.972136842996605,362.93383575407296,120.55610358958174,150.61378280213194,174.73412860825513,198.9708378806207,234.3121739751002,260.770056159673,304.11366552687093
"InChI=1/C6H7/c1-3-5-6-4-2/h1,3-6H,2H2/b3-1?,6-5-",[CH]=C/C=C\C=C,417.014234,332.46064,115.31104,146.56552,171.79504,191.12512,217.65168,235.22448,261.45816,417.0305006469898,332.91510630558207,114.91379124730557,146.30659028295062,172.12021639052588,192.12478291185224,218.08864015373194,235.98000095979933,262.37021189438053
"InChI=1/C8H11/c1-3-5-7-8-6-4-2/h3,5-8H,1-2,4H2/b7-5-,8-6+",[CH2]C/C=C/C=C\C=C,322.196322,418.52552,156.18872,199.49312,237.6512,268.15256,310.8712,339.07136,380.744,320.8850271871993,418.19276442284854,156.73865777492406,200.41397238552472,237.87392097976283,268.006914558366,309.7197901197427,338.8657545573244,381.50230446577984
"InChI=1/C7H13/c1-4-7(5-2)6-3/h4H,1,5-6H2,2-3H3",[CH2]C=C(CC)CC,56.431986,409.27888,154.3896,192.2548,226.64728,255.93528,301.95928,336.26808,389.99064,56.70067986840428,407.34964521561403,153.6815701230581,192.4634119181959,226.6973064224818,256.0055062036579,301.7136635022722,336.56991595377497,390.66122432866837
"InChI=1/C7H11/c1-4-6-7(3)5-2/h4-5,7H,1-3,6H2/t7-/m0/s1",[CH2][C@@H](C=C)CC=C,261.495502,415.0528,155.10088,189.28416,218.07008,242.00256,279.40752,307.44032,351.8744,261.2791109577995,414.42370905108055,155.35006187603886,188.7484457297776,217.70432965720562,242.18378873459588,278.82318192555823,307.11278404249276,351.3647780066878
"InChI=1/C7H13/c1-4-5-6-7(2)3/h4H,2,5-6H2,1,3H3",C=C(C)CC[CH]C,113.991274,437.26984,148.40648,185.81144,219.99472,249.40824,296.018,330.9544,385.47192,116.20415527493435,436.6362351428653,149.42227994785546,186.0563850227491,219.5796833252564,249.25597548062993,295.04090413712834,330.41839398279836,384.8506006018604
"InChI=1/C8H15/c1-3-5-7-8-6-4-2/h6,8H,1,3-5,7H2,2H3/b8-6+",[CH2]CCC/C=C/CC,110.298842,477.22704,177.65264,220.78968,259.74272,292.96368,345.3892,384.63512,446.05624,109.82306315702061,473.0738793845476,177.4070839016897,219.73887182790847,258.580244778507,292.2298479021781,344.00363306641157,383.7112058729446,445.1204199964239
"InChI=1/C8H17/c1-7(2,3)8(4,5)6/h1H2,2-6H3",[CH2]C(C)(C)C(C)(C)C,-25.573866,430.24072,191.08328,240.58,283.54968,319.61576,376.1416,418.44184,484.88376,-25.39388267009187,427.26302004935627,190.52354821017332,240.53903239377775,284.41255839571966,322.5533638161343,376.7524096653008,418.5672973338329,483.0894708811062
"InChI=1/C5H5/c1-3-5-4-2/h1H2,2H3",C=[C]C#CC,446.472594,332.37696,93.7216,109.74632,124.13928,136.64944,156.9,172.1716,195.97856,445.3828414814993,333.13482759998294,94.18915521668322,109.90293446390001,123.5071277318398,137.18347829415006,155.93543843901608,172.0904598910688,195.43387940666474
"InChI=1/C6H9/c1-4-6(3)5-2/h1-2,4H2,3H3",[CH2]CC(C)=C=C,311.262142,377.22944,125.89656,152.75784,176.43928,196.60616,228.61376,252.79728,290.95536,310.50305393832264,375.2259046111541,126.10018759591445,153.15315348379292,176.54208266046493,197.05052701605473,228.28825227365778,252.66833114847964,290.7692306212555
"InChI=1/C8H15/c1-4-5-6-7-8(2)3/h7H,1,4-6H2,2-3H3",[CH2]CCCC=C(C)C,99.286554,466.9344,174.09624,217.52616,257.14864,291.08088,344.5524,384.34224,446.2236,98.421515304151,466.486105105284,175.70444087922925,218.05417299306464,256.90226460523957,290.87674621292285,343.25057665433906,383.49114271827636,445.2762848331064
"InChI=1/C6H13/c1-4-6(3)5-2/h6H,1,4-5H2,2-3H3/t6-/m0/s1",[CH2]C[C@H](C)CC,31.433238,402.24976,143.5112,178.90784,210.95728,238.2788,281.49952,313.92552,364.8448,30.289961858260597,396.4457129766822,145.69442633646514,180.7604777318263,211.87477545125478,238.87245258471202,280.4777207553399,314.0318798190105,363.817829752547
"InChI=1/C8H15/c1-3-5-7-8-6-4-2/h6,8H,1,3-5,7H2,2H3/b8-6-",[CH2]CCC/C=C\CC,114.725514,471.62048,172.04608,217.94456,259.07328,293.63312,347.272,386.64344,447.60432,115.18203729996148,467.22082099503336,172.36442726470182,218.054364781849,259.2140641802009,294.2984226398266,346.88635876687283,386.2447351071802,446.4691298188477
"InChI=1/C7H13/c1-3-5-7-6-4-2/h6-7H,1,3-5H2,2H3/b7-6+",[CH2]CC/C=C/CC,131.39253,435.26152,154.30592,191.58536,225.18288,253.80144,299.07232,333.00456,386.35056,130.0548778933409,432.77207956848366,153.5618808347025,190.34144337268077,223.95892909760727,253.2313270113871,298.135398209012,332.5038552003042,385.9342840637813
"InChI=1/C7H11/c1-4-5-6-7(2)3/h4H2,1-3H3",CCC#C[C](C)C,216.113406,415.97328,137.6536,170.12144,200.16256,226.31256,268.15256,299.5744,348.35984,215.473608005012,414.1382581550763,138.04488946252678,170.48925553838427,199.83344939917455,226.38769460509423,267.4249008955104,298.97636467037375,347.59852434410186
InChI=1/C8H9/c1-4-6-8(3)7-5-2/h1-3H3,CC#C[C](C)C#CC,441.997606,429.906,143.26016,173.30128,200.70648,224.55528,262.71336,291.2064,335.09656,441.47340582080625,428.75808669552623,143.5077721191239,173.82452352212772,200.71585730563024,224.77591827578118,262.0654677877535,290.7481329319991,334.4450858870155
"InChI=1/C9H13/c1-3-5-7-9-8-6-4-2/h3-5,7,9H,1-2,6,8H2/b9-7+",C=C[CH]/C=C/CCC=C,223.435042,457.60408,178.82416,222.88168,262.04392,294.84648,345.51472,382.54312,439.78024,223.13474763116372,457.29128206133305,179.26929410918353,224.13133189708233,263.36549324520547,296.2867093181529,345.6987277343531,382.89283628403746,438.98988129287216
"InChI=1/C8H13/c1-4-6-7-8(3)5-2/h4H,1-3,5-7H2",[CH2]CC(=C)CCC=C,233.443822,459.23584,167.61104,208.07032,244.01088,274.2612,321.28936,356.0584,410.28304,232.96159051879272,458.39915272510376,168.96914891779693,209.7790884672528,245.03932128201055,274.89702574932625,320.2486292378991,355.09629981669974,409.0955959731225
"InChI=1/C9H15/c1-4-6-7-8-9(3)5-2/h5H,1-4,6-8H2",[CH2]CCCCC(=C)C=C,198.178926,489.48616,197.23376,246.2284,287.73368,321.79144,374.13328,412.70976,472.91752,197.78684763088327,487.82289133602063,197.56259813065813,245.58261974469352,287.0619566302698,321.66554282652714,373.349503077761,412.46232778295825,472.4178634920457
"InChI=1/C7H11/c1-3-5-7-6-4-2/h3-4,6-7H,1,5H2,2H3/b6-4+",C=CC[CH]/C=C/C,184.09987,400.24144,143.05096,175.76984,206.35488,232.71408,274.2612,305.09728,353.04592,183.4706332302452,402.76669356189916,141.32131249591072,175.2377802033965,206.09156948320592,232.85806160766373,273.8287652979544,304.82535430559494,352.0861893577881
"InChI=1/C8H9/c1-4-7-8(5-2)6-3/h2,4,6-7H,3H2,1H3/b7-4+",C#C[C](C=C)/C=C/C,380.742094,402.0824,158.7828,193.88656,222.46328,245.72632,281.33216,307.27296,346.35152,380.2594310909046,398.0431795362434,157.50084127590873,192.18640788987437,221.23905586145727,245.44669828504658,280.76025976118706,307.5640598861303,347.49285787238784
"InChI=1/C8H13/c1-4-5-6-7-8(2)3/h4H,1-3,5-7H2",[CH2]C(=C)CCCC=C,173.13983,445.13576,167.10896,209.49288,246.4376,277.10632,324.4692,359.36376,413.7976,174.30752020502382,441.46021680553,168.21253914862396,210.20705642188256,246.6188373368217,277.22223091832285,324.02532546714565,359.71557056399615,414.1617192740341
"InChI=1/C5H9/c1-3-5-4-2/h4-5H,1,3H2,2H3/b5-4+",[CH2]C/C=C/C,174.956442,355.4308,108.86768,133.00936,155.4356,174.8912,206.14568,229.82712,267.23208,176.44959969756076,352.6160166162256,108.50534792316066,132.67161075361548,156.05239234812558,174.18353845637,206.44306606790786,229.56204249176824,267.27976410455705
"InChI=1/C9H17/c1-4-5-6-7-8-9(2)3/h4H,2,5-8H2,1,3H3",C=C(C)CCCC[CH]C,72.27669,515.97088,198.5308,246.77232,291.03904,329.11344,389.61408,434.80128,505.25984,72.41827338136747,516.3308007183917,198.60003502582535,246.2844577245549,290.3435847994634,328.9620756042873,388.725440786659,434.6567137812384,505.2289146672061
"InChI=1/C8H11/c1-4-6-7-8(3)5-2/h2,4H,1,6-7H2,3H3",C#C[C](C)CCC=C,339.72485,448.27376,158.40624,193.97024,225.47576,252.086,293.84232,324.80392,373.04544,339.6362218621018,447.1353340099754,159.44664356099753,194.6826173773821,225.82993373529192,252.50180296519616,293.2770039114564,324.3756578311334,372.3672161498964
"InChI=1/C7H11/c1-3-5-7-6-4-2/h3-4,6-7H,1,5H2,2H3/b6-4+",C=CC[CH]/C=C/C,184.137526,400.24144,143.05096,175.81168,206.39672,232.71408,274.2612,305.09728,353.04592,183.4706332302452,402.76669356189916,141.32131249591072,175.2377802033965,206.09156948320592,232.85806160766373,273.8287652979544,304.82535430559494,352.0861893577881
"InChI=1/C7H7/c1-3-5-7-6-4-2/h7H,1-2H3",CC#C[CH]C#CC,477.743662,393.63072,124.01376,148.532,170.45616,189.326,219.49264,242.0444,276.81344,475.81502545967396,389.36346917119744,124.01199800738647,149.08224474694444,170.52764288978207,189.81438063351203,219.58176396029444,242.34495242397458,278.12721064363353
"InChI=1/C6H9/c1-3-5-6-4-2/h1,5H,4,6H2,2H3",C#C[CH]CCC,273.992822,378.40096,124.474,152.63232,177.06688,197.56848,229.7016,253.67592,291.45744,274.8975207290701,379.19864338335015,124.09150360829159,152.36486670938078,176.86757651886793,197.74381922511517,229.46908218967505,253.77749180378044,291.43622419215
"InChI=1/C9H17/c1-4-5-6-7-8-9(2)3/h7-9H,1,4-6H2,2-3H3/b8-7-",[CH2]CCC/C=C\C(C)C,85.029522,494.5488,198.19608,252.33704,300.03464,339.36424,398.9444,442.08144,508.85808,86.92958934293355,494.4873555179225,199.62152562717466,252.06854157188883,298.9936922945404,338.34146908401186,396.98512501291356,440.87656557974714,507.77283271008565
"InChI=1/C9H13/c1-4-7-8-9(5-2)6-3/h2,4,9H,1,3,6-8H2/t9-/m0/s1",C#C[C@@H](C[CH2])CCC=C,383.49153,483.00096,190.83224,234.01112,270.74664,300.99696,347.56488,381.91552,435.63808,384.85411310555105,477.7454795847332,192.38662714145323,235.34305141834307,271.7666083969868,302.1812908674916,347.64666227030034,382.24653702198316,435.79415414122866
"InChI=1/C9H15/c1-3-5-7-9-8-6-4-2/h4,6,8-9H,1,3,5,7H2,2H3/b6-4+,9-8-",[CH2]CCC/C=C\C=C\C,190.31719,487.77072,186.98296,237.14912,282.08528,319.2392,374.6772,413.83944,473.4196,192.34063647325087,483.5644762355757,186.98146249320553,236.4678054619007,281.04933931040705,318.43287346698884,373.307386327617,413.69417224550887,473.9035503825148
"InChI=1/C9H13/c1-4-6-7-8-9(3)5-2/h2,4H,1,6-8H2,3H3",C#C[C](C)CCCC=C,318.175106,494.00488,181.20904,223.09088,260.11928,291.4156,340.41024,376.64368,432.87664,319.3586142497203,487.1745267308209,183.68122947829175,224.5976053025522,260.9721286412106,292.1660544924445,339.9202873158482,376.2220512253473,432.27717194104946
"InChI=1/C8H15/c1-4-7-8(5-2)6-3/h4,8H,1-2,5-7H2,3H3/t8-/m0/s1",[CH2]C[C@@H](CC)CC=C,116.440954,463.25248,185.05832,228.82296,267.60864,300.28568,351.28864,389.23752,448.60848,114.95934290854586,461.0027663317783,187.90151048060278,230.54100896482208,268.41535950001526,300.82946974576146,350.66684578236664,388.90948937710704,448.6005140041642
"InChI=1/C9H17/c1-5-7-9(3,4)8-6-2/h5H,1-2,6-8H2,3-4H3",[CH2]CCC(C)(C)CC=C,81.196978,482.33152,208.90712,261.33264,306.51984,343.88296,401.32928,443.58768,509.65304,82.65060248877336,481.1835145424818,208.0843929837289,259.6228576930556,305.11058797226553,343.07834122659705,400.7421077600031,444.4391999443649,511.15814380215306
"InChI=1/C9H17/c1-4-7-8-9(5-2)6-3/h4,9H,1-2,5-8H2,3H3/t9-/m1/s1",[CH2]C[C@H](CC)CCC=C,98.276066,507.60288,210.95728,256.10264,298.57024,335.47312,394.30016,438.31584,507.05896,95.81720100804748,500.6624385014097,210.7666158972014,258.9189143954023,301.78990654586744,338.7020369547547,395.315039778504,438.7898041023053,506.16577877704117
"InChI=1/C8H11/c1-3-5-7-8-6-4-2/h3,5-8H,1-2,4H2/b7-5+,8-6+",[CH2]C/C=C/C=C/C=C,316.342906,420.24096,158.69912,201.50144,238.40432,267.776,309.86704,338.6948,381.49712,316.8649884345384,418.0535868489816,158.94143550573557,202.14232932182676,239.1864169249272,268.88954278791755,310.225177184757,339.2540573329264,381.58806906047346
"InChI=1/C8H11/c1-4-5-6-7-8(2)3/h6-7H,1-3H3",CC#C[CH]C=C(C)C,264.492346,424.42496,152.25576,187.40136,219.61816,247.39992,291.58296,324.38552,375.0956,267.20123744923364,420.0708297177207,153.78874978889365,189.31400470184238,220.2885856297715,247.76424354554482,290.07344111467955,323.0145426157893,372.36377542502487
"InChI=1/C8H15/c1-4-5-6-7-8(2)3/h4-5H,6-7H2,1-3H3/b5-4+",C/C=C/CC[C](C)C,82.747202,469.4448,171.29296,212.08696,250.87264,284.80488,339.3224,380.20008,443.9224,85.33179124010809,469.35543891912613,170.39070072223217,211.21684180688771,250.17910891705733,285.03728780879044,339.1256019386267,380.5337131729468,444.4451867949158
"InChI=1/C6H9/c1-3-5-6-4-2/h1H,2,4-6H2",C#CCCC[CH2],328.64423,381.83184,123.72088,153.5528,178.74048,199.40944,231.24968,254.88928,292.08504,327.558783844927,379.41488658026304,125.27016024212944,154.08139376475654,178.80150748401692,199.73088407754605,230.93614434078773,254.80605191502787,292.0592127028449
"InChI=1/C11H21/c1-4-5-6-7-8-9-10-11(2)3/h4H,1,5-10H2,2-3H3",C=CCCCCCC[C](C)C,31.955378,595.04848,248.5296,304.51152,358.1504,405.09488,480.23952,536.47248,623.79256,31.31811805210677,592.9992148330693,246.98996839207288,304.2736807829945,358.39415082096656,406.09211442978847,479.9826181915897,536.4859633578747,623.526785384413
"InChI=1/C6H7/c1-3-5-6-4-2/h1,3-6H,2H2/b3-1?,6-5+",[CH]=C/C=C/C=C,410.897226,335.05472,115.10184,146.94208,172.67368,192.2548,219.28344,237.2328,263.42464,412.12307548997313,333.5103762497447,116.74221157441471,148.04947957850402,174.053194710928,194.17782636263738,220.1579355964476,238.00610180753472,264.1392877507198
"InChI=1/C5H9/c1-3-5-4-2/h3-4H,1,5H2,2H3",C=CC[CH]C,172.630138,360.91184,103.84688,128.78352,152.0884,172.33896,204.63944,228.90664,266.89736,173.79708943626864,358.4969641948572,104.87291493243703,129.80799497897604,153.11321407834583,172.22640833837767,205.2021689139287,228.71053573946358,267.8296281571918
