inchi,smiles,target_0,target_1,target_2,target_3,target_4,target_5,target_6,target_7,target_8,prediction_0,prediction_1,prediction_2,prediction_3,prediction_4,prediction_5,prediction_6,prediction_7,prediction_8
"InChI=1/C6H10/c1-5-6(2,3)4/h1H,2-4H3",[H]C#CC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],105.993272,337.48144,131.67048,163.55256,190.33016,212.29616,246.27024,271.62528,311.9172,104.60642922638408,338.46146108990473,131.23466081152506,163.394505235037,190.8716140221364,212.73865018633722,246.48320278838617,271.9618702855455,312.1854712418832
"InChI=1/C4H8/c1-3-4-2/h3H,1,4H2,2H3",[H]C([H])=C([H])C([H])([H])C([H])([H])[H],-1.54808,306.10144,86.27408,108.44928,128.57432,145.89608,173.51048,194.38864,227.44224,-0.019555797033660838,304.98397429179664,85.58756869698823,106.82260590800328,128.48517675005183,144.89500020237205,172.42246476990772,195.88087832603225,226.05907864455264
"InChI=1/C6H6/c1-4-6(3)5-2/h1,5H,2-3H2",[H]C#CC(=C([H])[H])C([H])=C([H])[H],349.422576,328.56952,110.6668,138.6996,160.2472,176.52296,199.53496,215.72704,241.08208,353.59336157480175,330.56297374221793,109.33805129558621,134.98016231975527,155.78882826699956,172.2971050073633,196.051162082713,213.99311420574656,241.06944390551143
"InChI=1/C6H10/c1-4-6(3)5-2/h4-5H,1H2,2-3H3/b6-5-",[H]C([H])=C([H])/C(=C(/[H])C([H])([H])[H])C([H])([H])[H],49.634792,348.06696,123.93008,157.946,186.89928,210.07864,244.93136,270.53744,311.20592,45.48217361912933,351.27973871782996,123.15874709506201,155.87463378686394,184.7439828195424,208.2735101432693,244.27680119682435,270.61307592725063,311.76251085206303
"InChI=1/C9H18/c1-5-6-7-9(4)8(2)3/h5-7H2,1-4H3",[H]C([H])([H])C(=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H],-130.846232,485.26032,199.91152,248.61328,294.67912,335.01288,399.69752,448.19008,523.58576,-131.54044543672768,484.4639987459408,199.67361841359372,247.87668989042524,293.9360139063225,334.1496898064894,398.82158257690264,446.9986976301382,523.7132882708962
"InChI=1/C8H14/c1-5-6-7-8(2,3)4/h5H2,1-4H3",[H]C([H])([H])C([H])([H])C#CC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],44.563784,419.0276,170.03776,213.71872,251.8768,283.8844,333.84136,371.03712,429.36208,44.237188427553136,420.7952827642835,169.22231003112478,212.84130248363354,251.314838216391,283.42721162215526,333.4536451948387,370.33098623589694,428.38807106302374
"InChI=1/C8H10/c1-3-5-7-8-6-4-2/h3,8H2,1-2H3",[H]C([H])([H])C#CC([H])([H])C#CC([H])([H])C([H])([H])[H],365.150232,435.47072,145.68688,179.20072,209.32552,235.1408,276.22768,306.93824,354.55216,357.4855003003949,434.26592966763985,145.65952644826774,178.40115746955874,208.655205147304,234.68513529621464,275.6679320814585,306.6489004894414,354.5645867828339
"InChI=1/C7H8/c1-4-7(5-2)6-3/h1-2,7H,6H2,3H3",[H]C#CC([H])(C#C[H])C([H])([H])C([H])([H])[H],406.51744,374.2588,135.51976,165.81192,190.45568,210.41336,240.87288,263.34096,298.65392,406.5877344680388,372.6872154469323,137.15710997217954,166.47034160706258,190.842091185613,210.71600914708006,240.79183587804903,262.7694062385873,298.52557984603555
"InChI=1/C6H6/c1-3-5-6-4-2/h1H,5H2,2H3",[H]C#CC([H])([H])C#CC([H])([H])[H],414.02772,349.23848,106.98488,128.90904,147.73704,163.63624,188.82392,207.69376,237.2328,413.64378066577547,349.73960007938797,106.83041570775214,128.3140076883591,147.24753869645616,163.4525448665554,188.34673352231755,207.51154755913888,237.56072057441077
"InChI=1/C10H22/c1-7-8-10(5,6)9(2,3)4/h7-8H2,1-6H3",[H]C([H])([H])C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-267.663032,482.95912,242.37912,306.51984,361.99968,408.60944,482.33152,537.8532,625.13144,-263.817908566664,478.1827348320478,243.43339401704702,306.6022807526387,362.454385944859,409.40723455050704,483.1770818288897,538.2998670063928,625.6574952801419
"InChI=1/C9H10/c1-5-8-9(4,6-2)7-3/h2-3,5,8H,1,4H3/b8-5+",[H]C#CC(C#C[H])(/C([H])=C(\[H])C([H])([H])[H])C([H])([H])[H],477.327456,423.96472,177.77816,214.97392,245.26608,269.90984,307.98424,336.22624,380.78584,476.66587434113393,425.15803385998447,177.22752766206958,213.52521634992195,243.6762038231454,268.4832073431834,306.5499364727883,334.72183739606504,379.8930844049982
"InChI=1/C9H20/c1-6-8(2)7-9(3,4)5/h8H,6-7H2,1-5H3/t8-/m1/s1",[H]C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-248.583992,471.49496,214.0116,272.33656,324.4692,368.48488,436.97696,487.47784,565.63496,-248.4518307340236,469.24342387166587,214.82651924504754,273.15501557477484,324.9875895199168,368.6475335738611,436.1245145602323,486.0194273974321,564.3223527651978
"InChI=1/C6H8/c1-3-5-6-4-2/h3,5H,1-2H3/b5-3-",[H]/C(C#CC([H])([H])[H])=C(\[H])C([H])([H])[H],211.128824,356.81152,110.29024,135.60344,158.7828,178.90784,211.04096,235.09896,272.50392,213.74396825143953,356.91957632478295,110.28918080067979,135.4303362897543,158.77835952812694,178.7934251442481,210.22531514028805,234.19668072572983,271.67754686886326
"InChI=1/C8H10/c1-5-7-8(3,4)6-2/h2H,1,3-4H3",[H]C#CC(C#CC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],353.556368,403.3376,157.40208,192.50584,222.1704,246.68864,284.67936,312.87952,357.18808,354.0629191031229,403.64213756613947,156.98959006803562,191.8215261028731,221.73346656523026,245.95462223211766,283.70627565284167,311.546835620678,355.5372294867327
"InChI=1/C8H12/c1-3-5-7-8-6-4-2/h3,5-8H,1,4H2,2H3/b7-5+,8-6+",[H]C([H])=C([H])/C([H])=C([H])/C([H])=C(\[H])C([H])([H])C([H])([H])[H],111.507784,402.12424,159.24304,204.55576,243.9272,275.60008,321.5404,353.25512,400.57616,114.41992465071671,406.27225899880585,158.54792080038698,204.236969917621,244.34682726346642,276.3817441263816,321.9531293966403,353.44146870135006,400.65593255776156
"InChI=1/C7H8/c1-4-6-7(3)5-2/h2,7H,1,3H3/t7-/m0/s1",[H]C#C[C@@]([H])(C#CC([H])([H])[H])C([H])([H])[H],386.7062,383.08704,130.9592,159.53592,183.8868,204.22104,236.01944,259.74272,296.89664,386.8793755454144,380.24729149403174,130.64215128491844,158.9610613965026,183.7212940042744,204.18951092716668,235.9036642095806,259.8813539610321,297.2456191640715
"InChI=1/C8H12/c1-5-8(6-2)7(3)4/h5-6H,1-2H2,3-4H3",[H]C([H])=C([H])C(C([H])=C([H])[H])=C(C([H])([H])[H])C([H])([H])[H],125.733384,404.25808,160.07984,201.54328,236.93992,265.64216,309.36496,341.66544,392.6684,122.88725732588073,400.1931874719561,161.81224076267796,202.09427537018183,236.79618424163345,265.7375972409434,309.8768494940914,341.3578458856017,392.2199917376152
"InChI=1/C8H18/c1-4-7-8(5-2)6-3/h8H,4-7H2,1-3H3",[H]C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],-211.589064,453.62928,194.84888,243.0904,287.69184,326.18464,387.31288,433.044,504.25568,-211.71782023848152,454.3042305968035,196.0961929398008,245.08088138923097,289.58692272686005,327.5634688815396,387.33769589164257,431.90610703373693,502.7694780447167
"InChI=1/C6H4/c1-3-5-6-4-2/h1-2,5-6H/b6-5-",[H]C#C/C([H])=C(/[H])C#C[H],529.744608,318.52792,102.0896,122.5912,138.11384,150.24744,168.44784,181.75296,202.58928,531.0407239279984,315.98586645939,101.7733738680852,121.79562957196018,137.6353470768637,149.7491359890626,167.74386838817946,180.51335476765274,201.93241135635907
"InChI=1/C7H12/c1-3-5-7-6-4-2/h3-4,6H,1,5,7H2,2H3/b6-4-",[H]C([H])=C([H])C([H])([H])C([H])([H])/C([H])=C(/[H])C([H])([H])[H],57.23712,410.07384,143.38568,179.15888,212.25432,240.62184,285.18144,318.1932,369.40536,56.95424275645132,410.0445527677311,142.32063574610572,178.17877857683857,211.5515174971682,240.0440128242394,284.7148964756718,317.3780931267309,368.75471199134785
"InChI=1/C8H12/c1-4-7-8(5-2)6-3/h4-8H,2-3H2,1H3/b7-4+",[H]C([H])=C([H])C([H])(C([H])=C([H])[H])/C([H])=C(\[H])C([H])([H])[H],155.356104,429.4876,161.54424,198.99104,232.58856,261.16528,306.18512,339.65712,391.99896,157.4813395102367,430.36793907025816,162.48166908423246,198.94301120874542,232.0603217060929,260.3622877340403,305.03246176506264,338.47705906295687,391.2170584379256
"InChI=1/C9H18/c1-6-8(4)9(5)7(2)3/h7H,6H2,1-5H3/b9-8+",[H]C([H])([H])/C(=C(/C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[H],-133.222744,467.31096,196.35512,249.49192,297.77528,339.07136,404.1744,452.2904,526.43088,-133.42560256829904,467.6770221088452,197.0503829129667,249.22310329056018,297.4206853114282,338.1339822579259,402.2471041176425,449.02879813989,523.9235615903372
"InChI=1/C8H12/c1-4-5-6-7-8(2)3/h4-7H,1H2,2-3H3/b6-5+",[H]C([H])=C([H])/C([H])=C(\[H])C([H])=C(C([H])([H])[H])C([H])([H])[H],98.976704,398.77704,158.19704,202.25456,241.66784,273.92648,320.78728,352.7112,399.94856,101.0839753851758,399.48723973925894,158.03145772628483,202.1857291303417,240.97364341207413,272.2512235329151,318.14167007356195,349.5980939799045,398.0115299109945
"InChI=1/C6H8/c1-3-5-6-4-2/h3-6H,1-2H2/b6-5+",[H]C([H])=C([H])/C([H])=C(\[H])C([H])=C([H])[H],164.903992,323.67424,113.72112,148.15544,177.27608,199.91152,231.29152,252.00232,282.29448,170.154553211956,324.12943421293716,113.2227230474694,148.21698350683457,178.00671614155075,200.90995653053585,232.2212698231694,252.88692767949692,282.2780287353137
"InChI=1/C8H12/c1-4-5-6-7-8(2)3/h4-7H,2H2,1,3H3/b5-4+,7-6+",[H]C([H])=C(/C([H])=C([H])/C([H])=C(\[H])C([H])([H])[H])C([H])([H])[H],97.616904,404.63464,163.21784,207.7356,245.72632,276.144,320.57808,351.83256,399.23728,100.71073755831291,406.61544732602295,161.98228938298053,204.86020211341696,242.4673879520513,272.9001916794538,318.1621762838702,350.927791056017,400.0948541736793
"InChI=1/C7H10/c1-3-5-7-6-4-2/h3-5,7H,1-2H3/b5-3+",[H]C(=C=C([H])C([H])([H])[H])/C([H])=C(\[H])C([H])([H])[H],190.505888,382.16656,139.57824,173.38496,202.88216,227.48408,265.39112,293.0892,335.72416,189.88250210002852,381.28083382384625,139.21719026942074,172.83511895520599,203.05626579350417,227.98951565298123,265.6443177728056,293.39968142145335,336.0012592801355
"InChI=1/C5H8/c1-3-5-4-2/h3-5H,1H2,2H3/b5-4-",[H]C([H])=C([H])/C([H])=C(/[H])C([H])([H])[H],81.885064,316.3104,97.52904,125.68736,150.79136,171.08376,200.66464,221.37544,253.21568,83.38954133546619,314.7950400016861,98.13636013588689,126.12167714818332,151.52746208749235,172.0209413407568,200.4815333632942,221.63060114828818,252.98007812549787
"InChI=1/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],-249.684384,541.49328,252.42072,305.30648,357.14624,403.1284,477.6036,533.96208,622.1608,-251.94734075058153,541.3361474796675,250.60502120024765,305.67547558575734,358.17445145501205,403.91839299215997,477.49620276983654,533.2867688978359,622.0236600164434
"InChI=1/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",[H]C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],-42.881816,382.58496,135.89632,168.48968,198.69816,224.76448,266.35344,297.60792,346.76992,-43.01471275100508,384.161801765001,135.89087583748457,168.40121140224016,198.6917916623795,224.5605024631145,265.7431383210047,296.65080274017856,345.9841374638922
"InChI=1/C7H14/c1-4-5-6-7(2)3/h5-7H,4H2,1-3H3/b6-5+",[H]/C(=C(/[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[H],-80.998056,413.83944,160.33088,198.44712,233.38352,263.50832,311.708,348.1088,405.51328,-83.30177954882481,412.1993495286503,159.02140647011026,197.7260483292789,233.7033563491063,264.31040956119193,313.01749524760885,349.662888936429,407.2355406276381
"InChI=1/C8H16/c1-5-7-8(3,4)6-2/h5,7H,6H2,1-4H3/b7-5+",[H]/C(=C(/[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H],-112.101912,429.94784,189.28416,232.58856,272.67128,307.18928,361.87416,402.79368,466.89256,-111.84485109005414,433.75809175297195,185.48264232497067,230.28129619690472,270.97883424950663,305.5544738381345,360.56302181643616,401.8202147329208,466.7724485860025
InChI=1/C2H4/c1-2/h1-2H2,[H]C([H])=C([H])[H],50.08248,218.94872,42.63496,52.42552,61.75584,69.8728,82.92688,92.96848,109.2024,53.88967945853908,215.92496193367907,41.46024250928352,51.512325160179444,63.12547907335994,71.7506750889687,79.7718021080567,89.32517340046996,104.15333933193563
"InChI=1/C9H8/c1-4-7-9(6-3)8-5-2/h3,9H,1-2H3",[H]C#CC([H])(C#CC([H])([H])[H])C#CC([H])([H])[H],645.892448,439.5292,157.19288,188.6984,215.64336,238.32064,274.09384,300.74592,342.08384,647.8662532239946,440.208592883414,156.28922993734176,187.25757447476664,214.6403387190243,237.81564898388322,273.7453612782185,300.7817740436095,343.34537349759563
"InChI=1/C8H18/c1-4-5-6-7-8(2)3/h8H,4-7H2,1-3H3",[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],-217.383904,459.57056,198.27976,245.22424,288.65416,326.31016,386.6016,432.12352,503.50256,-218.17991526965017,460.2547011997126,196.88911587326112,243.89531197676996,287.66228905818053,325.4092959959338,385.5515504521081,430.7504922943179,502.95571277899387
"InChI=1/C8H12/c1-5-8(4,6-2)7-3/h5-7H,1-3H2,4H3",[H]C([H])=C([H])C(C([H])=C([H])[H])(C([H])=C([H])[H])C([H])([H])[H],158.201224,400.45064,168.1968,207.65192,241.4168,269.36592,312.50296,344.30136,394.25832,154.29940512342625,398.9510342831949,165.31977706771272,207.45144763034529,241.9692067339349,270.23434698894675,312.3564350011193,343.22148599617105,393.25915108622246
"InChI=1/C7H14/c1-3-5-7-6-4-2/h3,5H,4,6-7H2,1-2H3/b5-3-",[H]/C(=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H],-69.78912,417.5632,154.3896,193.17528,229.4924,260.95608,310.91304,348.15064,406.09904,-69.75643432556822,418.20531360831137,155.33827490073688,193.287856054967,229.41395457371257,260.4640469124137,310.20946204268137,346.87057770021477,404.681871274337
"InChI=1/C9H20/c1-7(2)9(5,6)8(3)4/h7-8H,1-6H3",[H]C([H])([H])C([H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],-243.161528,446.80936,220.16208,280.70456,332.25144,374.55168,439.65472,488.10544,564.6308,-243.33422767472558,451.0020635895922,219.06503490053998,278.26920611003123,329.4319972858691,372.44014072041836,439.42497699342357,489.257936022236,567.5252815512026
"InChI=1/C7H12/c1-4-7(5-2)6-3/h4-5,7H,1-2,6H2,3H3",[H]C([H])=C([H])C([H])(C([H])=C([H])[H])C([H])([H])C([H])([H])[H],57.002816,399.69752,152.42312,187.73608,219.36712,246.31208,288.73784,320.45256,370.24216,56.43060245155378,398.7631098435304,152.5788740142135,188.8013632854809,220.70602745897278,247.52023381412357,289.5993879306211,320.82509314688036,370.5882526016105
"InChI=1/C6H6/c1-3-5-6-4-2/h1H,4H2,2H3",[H]C#CC#CC([H])([H])C([H])([H])[H],395.233192,337.14672,110.6668,133.13488,151.71184,167.10896,191.29248,209.49288,238.11144,397.6148229564325,336.44892291936986,109.92795833390332,132.41469005092392,150.88255459161675,166.60388675258628,190.55177207183522,208.43038995022056,237.16890152866284
"InChI=1/C6H10/c1-3-5-6-4-2/h5H,1,4,6H2,2H3",[H]C([H])=C=C([H])C([H])([H])C([H])([H])C([H])([H])[H],117.620608,369.238,124.22296,154.51512,181.66928,204.68128,240.9984,268.11072,310.53648,119.1289881068598,367.01046636549205,126.0013621811666,155.56772902758894,182.30572948703065,204.93947809885393,240.1979736043349,266.562211356814,308.60643257607296
"InChI=1/C7H6/c1-3-5-7-6-4-2/h1,4H,2,5H2",[H]C#CC([H])([H])C#CC([H])=C([H])[H],516.753288,374.6772,118.65824,144.43168,165.81192,183.30104,210.246,230.03632,260.62136,517.363570230019,375.49301361222126,119.13502395769885,144.6048150234566,166.2159167675024,183.88363918415206,210.14816696059052,229.9585779130963,260.89963452360723
"InChI=1/C9H8/c1-5-9(6-2,7-3)8-4/h1-2,7-8H,3-4H2",[H]C#CC(C#C[H])(C([H])=C([H])[H])C([H])=C([H])[H],624.512208,405.30408,174.22176,207.02432,232.88144,253.46672,284.88856,308.10976,345.05448,623.2963470095851,406.58154516787073,172.72882860330895,205.7869446788501,232.12184241393098,252.5382206284415,284.370879808646,307.34663879125617,344.47502872154377
"InChI=1/C9H10/c1-4-7-9(6-3)8-5-2/h6H,1-3H3",[H]C(=C(C#CC([H])([H])[H])C#CC([H])([H])[H])C([H])([H])[H],412.16584,444.38264,160.8748,195.05808,226.10336,252.96464,295.89248,327.90008,377.31312,410.4022938409422,445.12552115650857,160.0003055429858,194.52260702002184,225.52503118563996,252.1300816927718,294.2563422336709,325.8155609760512,376.04795937551074
"InChI=1/C9H16/c1-5-7-9(3,4)8-6-2/h5-8H,1-4H3/b7-5-,8-6-",[H]/C(=C(\[H])C(/C([H])=C(/[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],5.363888,440.86808,204.13736,251.54208,292.83816,327.73272,382.75232,424.09024,489.36064,3.815248030721733,444.1578891676828,201.70902595872707,248.57329098355663,290.7726752692716,327.02251850825934,382.5546904893343,423.7134918050375,488.9511100503818
"InChI=1/C5H4/c1-3-5-4-2/h1H,2H3",[H]C#CC#CC([H])([H])[H],415.0528,294.38624,89.49576,105.10208,117.86328,128.53248,145.56136,158.44808,178.90784,417.46430768119353,294.20803337937434,88.64232292629003,103.75949385997521,117.4527369150905,127.3099955741269,143.85240685908985,157.46200152863577,178.92065958351526
"InChI=1/C6H8/c1-3-5-6-4-2/h4-6H,1H2,2H3/b6-4+",[H]C([H])=C=C([H])/C([H])=C(\[H])C([H])([H])[H],219.3462,341.49808,118.32352,147.31864,171.7532,191.6272,221.71016,243.55064,277.23184,219.77342546090654,342.1396874181469,116.38932611705744,145.35176622954896,170.9729114386597,191.74266066887589,222.2518288633147,244.28456116429265,277.45266362192496
InChI=1/C3H4/c1-3-2/h1-2H2,[H]C([H])=C=C([H])[H],186.932752,248.5296,58.40864,71.128,82.0064,91.08568,105.26944,115.98048,133.13488,191.31297609289783,245.48370858261268,57.80317109347985,72.14468668208599,83.06138487038038,91.71592217190522,106.82827755343044,115.3649712075545,134.07577875007235
"InChI=1/C10H22/c1-7-10(6,8(2)3)9(4)5/h8-9H,7H2,1-6H3",[H]C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],-252.04416,482.66624,246.73048,308.7792,364.8448,413.17,489.3188,544.88232,628.8552,-254.85184277031289,482.2145873959139,245.69999048348564,311.16674014804755,367.8371953827455,415.22226419226934,488.2224311761854,542.3421590190499,627.30402460101
"InChI=1/C9H12/c1-5-8-9(4,6-2)7-3/h6-7H,2-3H2,1,4H3",[H]C([H])=C([H])C(C#CC([H])([H])[H])(C([H])=C([H])[H])C([H])([H])[H],284.855088,447.4788,175.64432,217.10776,252.75544,282.42,328.48584,362.5436,415.72224,285.47816957384964,446.56098609249915,177.33292843779492,217.65880388853859,252.90879391838692,282.16516723051353,328.10173633313536,361.80966009859367,415.3214875617372
"InChI=1/C7H14/c1-4-7(5-2)6-3/h4H,5-6H2,1-3H3",[H]C(=C(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H],-80.68844,409.73912,154.76616,193.21712,229.03216,260.0356,309.57416,346.72808,404.96936,-85.554182473835,404.98570261097495,156.17956195316407,195.36179102651883,230.85529052945535,261.2658692032596,309.80203363078044,345.6477575028757,403.44318177644845
"InChI=1/C7H10/c1-3-5-7-6-4-2/h3-7H,1H2,2H3/b6-4+,7-5-",[H]C([H])=C([H])/C([H])=C([H])\C([H])=C(/[H])C([H])([H])[H],137.942296,364.8448,134.89216,174.09624,209.07448,237.27464,276.7716,302.67056,340.61944,137.1514798888089,364.206099203775,134.0463368189699,173.95808691942855,209.03121065698068,236.88093924010423,275.88968387712623,301.892658704317,340.4259219529298
"InChI=1/C6H12/c1-4-5-6(2)3/h4-6H,1-3H3/b5-4-",[H]/C(=C(\[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],-57.086496,364.51008,131.46128,167.7784,200.49728,227.86064,269.74248,300.32752,348.02512,-54.81332738418001,367.99512308798955,131.9813132478827,166.5255236243987,197.96925908430663,224.8575196665241,267.14595090299616,298.1937952390656,346.9774157598288
"InChI=1/C7H16/c1-5-7(4)6(2)3/h6-7H,5H2,1-4H3/t7-/m0/s1",[H]C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],-197.894832,418.90208,166.56504,210.41336,250.2032,284.3028,338.4856,379.23776,443.12744,-198.57072978489083,411.9816896765282,168.2212243821051,212.58158530489737,252.12934663892608,286.04910678704266,339.36258390524154,378.98249642391715,442.3279179980217
"InChI=1/C6H12/c1-4-6(3)5-2/h4H,5H2,1-3H3/b6-4-",[H]/C(=C(\C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H],-62.776736,371.99944,129.24376,162.5484,193.46816,220.24576,263.08992,295.22304,345.51472,-62.61659722353264,372.45490885236836,127.34577273783205,161.57292365705078,193.24327449030963,220.27886340853763,263.2889962654672,295.154543412712,345.7089698569308
"InChI=1/C7H10/c1-4-7(5-2)6-3/h1,5,7H,2,6H2,3H3/t7-/m0/s1",[H]C#C[C@@]([H])(C([H])=C([H])[H])C([H])([H])C([H])([H])[H],226.421344,392.08264,144.09696,177.44344,205.68544,229.074,265.30744,292.2524,334.59448,225.6981562354547,387.7081653229253,144.7889432287826,177.34266435987743,205.658803722339,229.00518171521216,265.4482214573907,292.24503427766484,334.980460266534
"InChI=1/C6H6/c1-3-5-6-4-2/h1,4-6H,2H2/b6-5+",[H]C#C/C([H])=C(\[H])C([H])=C([H])[H],356.798968,329.32264,108.53296,135.64528,157.86232,175.26776,199.9952,216.98224,242.4628,350.65318378483335,326.12111761082843,108.258687451311,135.41588694807203,157.99007759533055,175.7709038913971,200.39802432072412,217.23123239722582,242.34801964841256
"InChI=1/C6H4/c1-3-5-6-4-2/h1,4H,2H2",[H]C#CC#CC([H])=C([H])[H],517.924808,324.6784,101.33648,120.7084,135.93816,148.19728,166.9416,180.7488,202.2964,518.1166639505117,322.38514607962554,101.43811812804097,121.19157660504678,136.66744199132486,149.1947815805832,167.62976662417452,181.08909114320562,202.77872783287455
"InChI=1/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-230.3292,431.49592,188.74024,241.33312,288.19392,327.64904,389.19568,434.67576,505.218,-230.08775239538778,428.7657832623098,191.51091389353147,244.00602843441004,290.40777966912873,329.35703774647294,389.8935436010393,434.4927447846876,504.3433030109917
"InChI=1/C6H6/c1-3-5-6-4-2/h1,4-5H,2H3",[H]C#CC([H])=C=C([H])C([H])([H])[H],406.60112,338.82032,109.28608,131.75416,150.66584,166.39768,191.04144,209.4092,238.0696,404.4669936722947,338.39035283888273,110.49934263433863,131.77474558702045,149.49282810573635,165.18288165239738,190.85139900295735,207.8876876290027,236.1123908720814
"InChI=1/C8H18/c1-5-8(4)6-7(2)3/h7-8H,5-6H2,1-4H3/t8-/m0/s1",[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-223.350288,451.0352,195.72752,246.39576,291.37376,329.57368,389.78144,434.7176,504.96696,-224.0743525346487,451.865316494349,194.89113181895019,244.4396014277651,289.41855376819086,327.7957336994081,388.064076141869,433.36075974908886,505.0140289991708
"InChI=1/C6H14/c1-4-6(3)5-2/h6H,4-5H2,1-3H3",[H]C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-173.920512,385.26272,143.46936,180.20488,214.30448,243.9272,291.37376,327.10512,383.17072,-175.09756894466176,383.5860753573479,144.64252054965579,182.2009726347453,215.91542558894596,245.2094566949677,291.409341171193,325.8419576638677,380.9215599379771
"InChI=1/C7H16/c1-6(2)5-7(3)4/h6-7H,5H2,1-4H3",[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],-204.990896,398.65152,176.23008,221.79384,260.74688,293.42392,344.9708,383.84016,445.34496,-207.136361890331,406.38707599128173,172.20359848765054,216.6518480007626,256.0552956595709,289.6628372105603,343.3148757613014,383.1492008642316,446.91823916758665
"InChI=1/C8H16/c1-6-8(4,5)7(2)3/h2,6H2,1,3-5H3",[H]C([H])=C(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-111.7128,417.9816,190.70672,237.48384,278.06864,312.08456,365.2632,405.05304,467.7712,-110.06837985103738,426.62251870664664,187.57965905517005,234.20179768000634,274.7255707734058,309.31701692464696,363.17900239734627,403.81721328688985,467.8936952513542
"InChI=1/C8H8/c1-4-7-8(5-2)6-3/h2,6,8H,3H2,1H3/t8-/m1/s1",[H]C#C[C@@]([H])(C#CC([H])([H])[H])C([H])=C([H])[H],499.264168,413.92312,143.55304,174.84936,201.08304,222.75616,256.35368,281.1648,319.8668,498.21446234010403,411.15021346873596,143.3861438845714,174.17176652941572,200.63268508876834,222.24081888200686,255.60737594194347,280.89607117595045,320.6157535967153
"InChI=1/C7H14/c1-3-5-7-6-4-2/h5,7H,3-4,6H2,1-2H3/b7-5+",[H]/C(=C(/[H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],-74.1614,419.36232,156.60712,195.35096,230.91496,261.62552,310.62016,347.4812,405.34592,-74.43428554790543,420.46423692325743,156.86274420724305,194.709168610061,230.29452311767145,260.79394074280026,309.8399564894304,346.71803709782307,404.86721569064514
"InChI=1/C6H12/c1-3-5-6-4-2/h3,5H,4,6H2,1-2H3/b5-3+",[H]/C(=C(/[H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H],-54.065648,378.61016,133.92984,166.314,196.39696,222.54696,264.51248,296.2272,346.0168,-54.06223371826309,381.05723951573475,133.73730950839098,165.4319180579721,195.49604449801717,221.4987573038586,262.9973809925822,294.6431945849971,345.19131920489343
